GEOID,NAME,variable,estimate,moe,coverage_all,coverage_na,coverage_4050,coverage_5060,coverage_6070,coverage_7080,coverage_8090,coverage_90,noise4050n,noise5060n,noise6070n,noise7080n,noise8090n,noise90n,noise4050p,noise5060p,noise6070p,noise7080p,noise8090p,noise90p
"53001950100","Census Tract 9501, Adams County, Washington",B01003_001,2606,281,1803269.92209082,1723076.76697377,43112.9300157309,27214.2475952295,6271.05812886427,3408.92496516059,143.999999992549,41.9944120645523,886.716830033214,374.244799227256,58.8055769594385,16.6473185401963,0.891660377163756,0.210573860109802,0.0239081955993273,0.015091610668954,0.00347760368652589,0.00189041303434379,7.98549336560705e-05,2.32879235382918e-05
"53001950200","Census Tract 9502, Adams County, Washington",B01003_001,1763,433,2924007.0446324,2841148.69819639,44163.0428331445,28459.8233503336,7512.30176648035,2554.1728981249,133,36.0055879270658,39.2911360244891,24.7751069381713,5.8327363845506,2.31114755638741,0.118065008453749,0.0300139224738002,0.0151036034315357,0.00973315827079734,0.00256918046085787,0.000873518038478599,4.54855265291334e-05,1.23137828936361e-05
"53001950301","Census Tract 9503.01, Adams County, Washington",B01003_001,1581,328,480233.371734754,468826.770835581,4611.11132677495,4541.05001795988,2072.10011089593,171.339443542063,8,3,15.1804673242445,14.949815029431,6.82166310827705,0.564075043892661,0.0263371950897778,0.00987644815866667,0.0096018136143229,0.00945592348477611,0.00431477742459016,0.000356783708977015,1.66585674192143e-05,6.24696278220536e-06
"53001950302","Census Tract 9503.02, Adams County, Washington",B01003_001,2434,544,196288.513079381,193838.14470011,830.700228694826,1175.94784988663,431.886636749083,10.8336639404297,0,1,10.3007777934795,14.5818877616467,5.35544366481673,0.134338671261634,0,0.0124001143103859,0.00423203689132274,0.00599091526772667,0.00220026444733637,5.51925518741305e-05,0,5.09454162300159e-06
"53001950303","Census Tract 9503.03, Adams County, Washington",B01003_001,2514,530,132168.306901802,129174.133038609,1014.75345960492,1307.13057894699,670.698439857721,1.59138478338718,0,0,28.4117537623823,38.6099539838428,11.8530474705145,0.132713165890389,0,0,0.00767773669340307,0.00988989425368186,0.00507457843396628,1.20405929431293e-05,0,0
"53001950400","Census Tract 9504, Adams County, Washington",B01003_001,3144,389,3942.10063709042,3568.48509984906,240.381645334681,117.086422058288,14.1474698483944,1,0,1,184.147715974037,92.022801752274,9.87635695008463,0.698100583066838,0,0.698100583066838,0.0609780590259363,0.0297015304370075,0.00358881498744191,0.000253671859767151,0,0.000253671859767151
"53001950500","Census Tract 9505, Adams County, Washington",B01003_001,5660,474,13819.0706480509,12421.272751436,599.330913387355,500.57281393538,281.661498272122,16.2326710200869,0,0,235.710059318431,170.154927189729,107.440371985664,4.54461605301457,0,0,0.0433698422022241,0.0362233341650932,0.0203820868599328,0.00117465721346293,0,0
"53003960100","Census Tract 9601, Asotin County, Washington",B01003_001,4320,510,1498524.65083694,1493036.11699899,2218.76628698686,3144.71431421292,125.053236749023,0,0,0,21.6873852564754,18.1344950067578,7.04856642259383,0,0,0,0.00148063382590847,0.00209854026255528,8.34509039802447e-05,0,0,0
"53003960200","Census Tract 9602, Asotin County, Washington",B01003_001,4755,510,329478.214361972,325256.685159513,2548.65157050185,1018.42080164424,654.456830312964,0,0,0,586.941500905603,95.7690209232852,17.3474413430132,0,0,0,0.0077354175766591,0.00309101105096249,0.00198634325969111,0,0,0
"53003960300","Census Tract 9603, Asotin County, Washington",B01003_001,3633,335,5020.58324135505,4284.96606976554,292.776935321162,379.382794593804,63.4574416745454,0,0,0,273.321720342723,336.007746366934,41.6149745325313,0,0,0,0.0583153233890296,0.075565482406265,0.0126394561396453,0,0,0
"53003960400","Census Tract 9604, Asotin County, Washington",B01003_001,2517,386,1753.51303893456,1568.56627188117,89.00046785624,54.8377465326339,41.1085526645184,0,0,0,119.001788614682,79.4277725298166,54.5438071811443,0,0,0,0.0507555209913447,0.0312730759994538,0.0234435397694539,0,0,0
"53003960500","Census Tract 9605, Asotin County, Washington",B01003_001,3517,268,2064.77180866817,1555.537640894,293.018119579385,191.394496423425,24.8215517713688,0,0,0,495.92911901963,315.330122790177,34.3778484506663,0,0,0,0.141913076471336,0.092695229380761,0.0120214503448588,0,0,0
"53003960600","Census Tract 9606, Asotin County, Washington",B01003_001,3894,430,6437.84653675146,4976.02972980106,985.054530819333,367.508995490137,109.253280640936,0,0,0,530.341808776986,212.624076122625,68.8419959857377,0,0,0,0.153009942873909,0.0570857030207467,0.0169704698639905,0,0,0
"53005010100","Census Tract 101, Benton County, Washington",B01003_001,4894,446,11691.6114868726,11116.6873621341,151.278667053404,261.528663635312,162.11679404974,0,0,0,68.4101633347281,115.942727037121,75.9761441161728,0,0,0,0.012939077493574,0.0223689150061955,0.0138660777628273,0,0,0
"53005010201","Census Tract 102.01, Benton County, Washington",B01003_001,5440,614,49386.2299938044,45395.341155892,1550.86768822442,1651.87988250744,668.015140391151,119.12612678943,1,0,262.223222023545,302.553183008563,98.3845934918672,84.7077386649969,0.0250482710307579,0,0.0314028361431714,0.0334481875355676,0.013526344093788,0.00241213242647544,2.02485591656916e-05,0
"53005010203","Census Tract 102.03, Benton County, Washington",B01003_001,4055,675,4834.56406870005,4182.23248989975,241.777747058048,252.364962964473,155.783173220178,2.4056955575943,0,0,193.90216704658,191.251526136562,120.761770659721,5.50142841992785,0,0,0.0500102477953216,0.0522001486335315,0.0322227963072721,0.000497603408168538,0,0
"53005010204","Census Tract 102.04, Benton County, Washington",B01003_001,2379,369,992.389824425032,819.730238929413,55.77076901088,114.670255010505,2.21856147423387,0,0,0,133.407800875606,274.330487980557,5.26210014227331,0,0,0,0.0561984490753846,0.115549607813585,0.00223557458936991,0,0,0
"53005010300","Census Tract 103, Benton County, Washington",B01003_001,6314,1183,6892.45025682406,5628.81919795356,414.880506170681,471.168617075652,224.701966543126,150.879969081045,2,0,421.117281745359,490.366860088873,231.413664184765,196.298312871028,0.549764067963941,0,0.0601934712201828,0.068360104102189,0.0326011734826311,0.0218906141443185,0.000290172569329731,0
"53005010400","Census Tract 104, Benton County, Washington",B01003_001,3469,451,1668.63217196329,1606.66619885603,18.096911251545,42.1777354088845,1.69132644683123,0,0,0,40.2028412796608,91.6146104939115,3.84304819911624,0,0,0,0.0108453567872016,0.0252768321967919,0.00101360052577749,0,0,0
"53005010500","Census Tract 105, Benton County, Washington",B01003_001,3050,446,2890.98870471678,2315.44721687364,205.526468214808,357.390025800589,12.6249938277433,0,0,0,214.762534322028,373.508026338122,12.9190091136441,0,0,0,0.071092103500606,0.123622076149066,0.00436701596486526,0,0,0
"53005010600","Census Tract 106, Benton County, Washington",B01003_001,4982,557,10597.3211946307,8398.37306652657,542.243763566017,806.436441340484,567.706798485626,257.499817902222,24.0613068097882,1,225.316946366349,325.7440585124,203.250977161661,89.3377993561878,6.92589831980013,0.287841867639212,0.0511680030837183,0.0760981408914053,0.0535707834139502,0.0242985763263162,0.00227050840187606,9.43634699405605e-05
"53005010701","Census Tract 107.01, Benton County, Washington",B01003_001,2035,300,43685.5454165173,42331.4216915488,582.656226025539,468.838101982197,302.629396960718,0,0,0,28.6880755196082,22.7570048444537,14.7967974619785,0,0,0,0.0133375060439383,0.0107321105302014,0.00692744920717633,0,0,0
"53005010703","Census Tract 107.03, Benton County, Washington",B01003_001,3316,550,57079.3790639784,56555.5952205014,191.33439343248,271.522475122031,60.9269749224186,0,0,0,27.8482686832902,39.7989560463509,10.4147860849899,0,0,0,0.00335207559314932,0.00475692762560872,0.00106740780859104,0,0,0
"53005010705","Census Tract 107.05, Benton County, Washington",B01003_001,5256,444,8398.18650036863,7972.26701133892,178.844657105139,207.640600956217,39.4342309683561,0,0,0,94.2114550721479,135.043108900506,49.5977529061863,0,0,0,0.0212956281808327,0.0247244569940311,0.00469556504450398,0,0,0
"53005010707","Census Tract 107.07, Benton County, Washington",B01003_001,3500,444,4956.96561932821,4555.04129070294,171.789079143324,132.845284551155,97.2899649307947,0,0,0,102.337069113945,93.3599237121869,75.5989294879815,0,0,0,0.0346560965590488,0.026799718770121,0.0196269194507707,0,0,0
"53005010708","Census Tract 107.08, Benton County, Washington",B01003_001,3792,470,7775.7510390406,7408.80774878897,122.21547231212,192.153500671329,52.5743172681791,0,0,0,59.8297061351071,97.0417394361266,24.7706889854164,0,0,0,0.0157175135493021,0.0247118895276562,0.00676131694600473,0,0,0
"53005010807","Census Tract 108.07, Benton County, Washington",B01003_001,1813,449,108269.21943664,101251.955389924,3095.10288769858,2333.83263306459,992.481774235144,591.846751718316,3,1,51.8284103699607,39.0807155141841,16.6193999185643,9.91064834907435,0.0502358844766858,0.0167452948255619,0.0285870989354444,0.0215558276415798,0.00916679532187771,0.00546643593440395,2.77087062750611e-05,9.23623542502037e-06
"53005010809","Census Tract 108.09, Benton County, Washington",B01003_001,6935,817,4298.20935117099,3146.80556239223,491.177960638126,457.621711496857,192.895569111226,8.10792380571365,1.60062372684479,0,778.570068557999,727.036931226447,308.637547635181,12.1535690209425,2.42023570813101,0,0.114275020248679,0.106467990297444,0.0448781232721189,0.00188634920807307,0.000372393151675759,0
"53005010810","Census Tract 108.10, Benton County, Washington",B01003_001,4794,451,6604.26471000895,5402.92043122419,459.560726294934,566.484170463984,152.871515806706,18.4278662191373,2,2,327.432907973416,406.468765861681,105.766930331424,10.0634702292895,1.09220135523218,1.09220135523218,0.0695854491717234,0.0857755095136422,0.0231473937704261,0.00279029794054277,0.000302834620933492,0.000302834620933492
"53005010811","Census Tract 108.11, Benton County, Washington",B01003_001,5113,728,25680.3557266622,23313.1878435453,1839.71564073116,380.724491804838,93.9145447539631,52.8132058269766,0,0,377.476480987792,77.2512846552717,18.5405867323453,9.97781268219014,0,0,0.0716390247982858,0.0148255147186126,0.00365705778197059,0.00205656052389275,0,0
"53005010814","Census Tract 108.14, Benton County, Washington",B01003_001,5250,667,103840.0525393,95901.3365595061,4319.76546221557,2131.6384272825,879.356418300362,595.955671995878,8,4,218.400974595506,107.772496927403,44.4589643705124,30.1306403595492,0.404468208296642,0.202234104148321,0.0416001856372392,0.0205280946528386,0.00846837416581189,0.00573916959229509,7.70415634850746e-05,3.85207817425373e-05
"53005010815","Census Tract 108.15, Benton County, Washington",B01003_001,8060,977,18320.9217669932,15707.5141305588,1192.54063060696,1017.11498391525,367.478699772168,35.4536800730841,0,0.819642066955566,369.234062922624,379.74614190016,101.956422640188,8.92719126160264,0,0.206384823315498,0.0650917375104693,0.055516583545904,0.0200578717842797,0.00193514717894583,0,4.47380365125638e-05
"53005010816","Census Tract 108.16, Benton County, Washington",B01003_001,5373,560,4463.68853468543,2821.01150695342,1061.48475583703,471.768746595102,103.773763056844,4.57280440628529,0.385844796895981,0.691113039851189,1061.84904144889,615.778854244276,147.174483360255,6.93931342638343,0.653772103068848,0.92530069198814,0.237804395980741,0.105690337246694,0.0232484328264534,0.00102444522523289,8.64407975372262e-05,0.000154830032266105
"53005010817","Census Tract 108.17, Benton County, Washington",B01003_001,6106,683,5744.98430519645,5200.99486366549,265.027107271846,170.877452656423,60.2077424269173,47.8771391757764,0,0,260.947617149956,171.809535949939,56.9522735226301,43.8767353248129,0,0,0.0461319114539832,0.0297437631817133,0.0104800534219838,0.00833372845465749,0,0
