GEOID,NAME,variable,estimate,moe,coverage_all,coverage_na,coverage_4050,coverage_5060,coverage_6070,coverage_7080,coverage_8090,coverage_90,noise4050n,noise5060n,noise6070n,noise7080n,noise8090n,noise90n,noise4050p,noise5060p,noise6070p,noise7080p,noise8090p,noise90p
"34001000100","Census Tract 1, Atlantic County, New Jersey",B01003_001,2157,425,2430.19811523491,2176.55898108621,68.9700735807419,96.6840165654211,81.985044002533,6,0,0,61.8371584290477,86.9374115817444,74.6255789822704,5.6783853225838,0,0,0.0283804325039874,0.0397844175581032,0.0337359507805429,0.00246893451294609,0,0
"34001000200","Census Tract 2, Atlantic County, New Jersey",B01003_001,3510,635,560.69528732559,472.078726186824,33.0814743340015,55.5350868047644,0,0,0,0,209.035277272599,336.966516524672,0,0,0,0,0.0590008068228892,0.099046822864619,0,0,0,0
"34001000300","Census Tract 3, Atlantic County, New Jersey",B01003_001,3801,600,455.359855653958,344.25028953224,26.8781411369564,75.0340564084036,9.19736857635871,0,0,0,280.971590510313,723.615592456858,98.6747252833384,0,0,0,0.0590261543770822,0.164779691219474,0.020198022425912,0,0,0
"34001000400","Census Tract 4, Atlantic County, New Jersey",B01003_001,3178,663,794.480140132251,605.301826573271,66.1919284013566,111.376986285963,11.6093988716602,0,0,0,245.995195369884,428.203404372131,36.7733275839847,0,0,0,0.0833147678056976,0.140188509013482,0.0146125727821563,0,0,0
"34001000500","Census Tract 5, Atlantic County, New Jersey",B01003_001,3385,597,392.454887639717,297.832994660468,40.0305833448656,53.3980769788577,1.19323265552521,0,0,0,297.023341477029,436.181997931664,9.31675179237829,0,0,0,0.102000470896453,0.13606169437716,0.0030404326538051,0,0,0
"34001001100","Census Tract 11, Atlantic County, New Jersey",B01003_001,1950,402,321.882264902022,186.600744986623,63.2892014032259,70.9816022973973,1.01071621477604,0,0,0,383.397761425328,429.533874413397,6.02310527577504,0,0,0,0.196622207261063,0.220520389090102,0.00314001833895288,0,0,0
"34001001200","Census Tract 12, Atlantic County, New Jersey",B01003_001,2628,633,1432.08840421159,856.21312470314,226.542117796547,236.759769382887,97.5221182015775,15.0512741274433,0,0,430.816212557798,503.012510562677,121.436079670834,17.5587685021366,0,0,0.158190037102678,0.165324828192593,0.0680978338451572,0.0105100174564499,0,0
"34001001300","Census Tract 13, Atlantic County, New Jersey",B01003_001,1632,320,31343.8737882605,27928.6565846327,1563.63530782328,1155.70684639044,361.99075555976,327.165939390659,4.71835446357727,2,86.4557455449161,85.8899215442449,33.5923897255925,17.2766569339588,0.181916082301916,0.0771099686156239,0.0498864728203737,0.0368718574544319,0.0115490113955008,0.0104379548488737,0.000150535141107685,6.38083222740987e-05
"34001001400","Census Tract 14, Atlantic County, New Jersey",B01003_001,3812,669,2991.56211095783,2476.71941748813,181.79090600324,191.794942738845,141.256844727613,0,0,0,326.283356046293,347.536572559151,179.395887894204,0,0,0,0.0607678862281869,0.0641119708116094,0.0472184228467804,0,0,0
"34001001500","Census Tract 15, Atlantic County, New Jersey",B01003_001,1601,391,333.104402380515,212.170923891696,47.2242656350136,69.9688094046433,3.74040344916284,0,0,0,226.166391450148,351.580708145815,10.5191310569458,0,0,0,0.141770163640971,0.210050689527411,0.0112289222911262,0,0,0
"34001001900","Census Tract 19, Atlantic County, New Jersey",B01003_001,1343,388,392.987354901037,375.087737009278,4.26619341038167,13.633424481377,0,0,0,0,35.1291465293126,79.9230693521389,0,0,0,0,0.0108558032648557,0.0346917637714074,0,0,0,0
"34001002300","Census Tract 23, Atlantic County, New Jersey",B01003_001,2410,601,884.734336459661,499.114963028261,110.658052885876,223.30682865344,43.8660458810627,7.78844601102173,0,0,360.278033804635,700.178054044354,170.874800699751,31.2521231957272,0,0,0.125074893474445,0.252399866774721,0.0495810370111738,0.00880314653796286,0,0
"34001002400","Census Tract 24, Atlantic County, New Jersey",B01003_001,2614,626,1934.74209553879,1338.55954613665,209.646715232019,358.017220834714,27.8598755567509,0.658737778663635,0,0,491.886575320387,802.262855639711,56.4820749750534,1.76057605034148,0,0,0.108358998191765,0.185046483280766,0.014399787765507,0.000340478340851,0,0
"34001002500","Census Tract 25, Atlantic County, New Jersey",B01003_001,3772,749,1748.46574691704,1507.46165618921,100.623121959157,133.636972593195,6.74399617547169,0,0,0,239.323645881784,314.968058161926,17.5939428998897,0,0,0,0.0575493812999081,0.0764309926167146,0.00385709367619181,0,0,0
"34001010101","Census Tract 101.01, Atlantic County, New Jersey",B01003_001,3270,448,22098.8601959598,21913.2045086282,131.474897811539,54.1807895200327,0,0,0,0,64.4711592895391,59.9069821656586,0,0,0,0,0.00594939723794331,0.00245174588370573,0,0,0,0
"34001010102","Census Tract 101.02, Atlantic County, New Jersey",B01003_001,1572,248,2297.88189600698,2000.86909555771,116.371424256591,154.171549345367,26.4698268473148,0,0,0,77.8755114168987,105.954635380902,14.4060036546137,0,0,0,0.05064290921949,0.0670928952498689,0.0115192285962613,0,0,0
"34001010104","Census Tract 101.04, Atlantic County, New Jersey",B01003_001,1354,303,1610.82376397052,1411.77866578708,50.1115943342447,113.147841008147,35.7856628410518,0,0,0,51.3374675880795,99.8373177776337,39.0237255084926,0,0,0,0.031109296656218,0.070242222357863,0.0222157529839538,0,0,0
"34001010105","Census Tract 101.05, Atlantic County, New Jersey",B01003_001,2529,360,4743.26178181865,4519.64376740104,68.5255404990166,83.6360128466185,70.6358329057693,0.82062816619873,0,0,62.8420308102799,86.2430742053959,67.3066153050219,0.158756086645833,0,0,0.0144469235836152,0.0176325947615211,0.0148918267965987,0.000173009250584539,0,0
"34001010200","Census Tract 102, Atlantic County, New Jersey",B01003_001,5862,454,14229.1215159669,6296.0355675787,4221.63074805864,3435.0448721797,243.697671637045,32.7126565128565,0,0,2477.408153289,2097.87515717825,117.540106375507,5.4415880144501,0,0,0.296689485947633,0.241409483243581,0.0171266842695513,0.0022989934042062,0,0
"34001010300","Census Tract 103, Atlantic County, New Jersey",B01003_001,2609,454,6508.32764651374,0,2206.29161783541,3906.99292613397,355.626065908626,31.9524048827452,7.26823078090956,0.196400972083211,867.512131814134,1583.7667289387,142.037044093781,12.7138695865805,2.89387433547359,0.0763512313352069,0.338995167063728,0.600306735974916,0.0546416967958152,0.00490946470709121,0.00111675858617887,3.01768722704695e-05
"34001010401","Census Tract 104.01, Atlantic County, New Jersey",B01003_001,5791,1032,102124.89293867,76118.6561148819,14407.2030225523,10265.0656373327,1196.7605182368,122.207645666553,13,2,730.603832289545,511.146034377884,58.9196772914863,5.71152532953279,0.675784191035787,0.113971489893246,0.141074351296548,0.100514823976337,0.0117185975309222,0.00119664894767569,0.000127295115088218,1.95838638597259e-05
"34001010403","Census Tract 104.03, Atlantic County, New Jersey",B01003_001,7570,941,10204.3067038042,259.968876004219,3536.48354605782,4081.11059586971,2113.73238979057,167.99818346239,43.0131126195192,2,3801.95704991935,2244.29875434315,1058.84854050682,57.0108611634807,14.4769162079371,0.673139669569856,0.346567743278375,0.399940016929151,0.207141205291542,0.0164634588452501,0.00421519206233616,0.000195995676928682
"34001010501","Census Tract 105.01, Atlantic County, New Jersey",B01003_001,6996,817,155033.648974212,151958.461765892,1353.06035475675,1098.0587199431,432.435881250713,191.632252369076,0,0,132.869588021701,90.9257636004354,37.0875422756885,11.1465174227561,0,0,0.0087275269833958,0.00708271221898253,0.00278930338098824,0.00123606877369539,0,0
"34001010503","Census Tract 105.03, Atlantic County, New Jersey",B01003_001,6557,821,10086.0113104764,7808.62556595614,1555.63425567264,478.650709684875,120.653680395335,122.447098767385,0,0,805.819346047081,320.985696070504,50.1050430898714,45.3178041634985,0,0,0.154236814513265,0.0474568880552116,0.0119624772054352,0.0121402896544642,0,0
"34001010505","Census Tract 105.05, Atlantic County, New Jersey",B01003_001,2830,432,43962.6822679106,42300.3699529827,1251.17189126951,371.349063190719,39.7913604676723,0,0,0,270.660825793826,56.7221551195091,8.78082164255379,0,0,0,0.0284598624725582,0.00844691552093435,0.000905116758463053,0,0,0
"34001010506","Census Tract 105.06, Atlantic County, New Jersey",B01003_001,4636,721,12552.8826259863,3190.03112379204,5258.70909598342,3394.7228560693,561.019962867975,146.399587273598,2,0,1947.2704004563,1347.84808867601,225.377192069159,56.8834824626595,0.820841815161854,0,0.418924421797517,0.270433728826694,0.0446925204021728,0.0116626269547465,0.000159325954013121,0
